model,split,node,n_predictions,rmse,mae
naive_persistence,test,iv_x05_t16,422,0.0141202211198822,0.0102681178082291
naive_persistence,test,iv_x05_t17,414,0.0149407140294404,0.0107539165378344
naive_persistence,test,iv_x05_t18,250,0.0142351872919843,0.0097125236839257
naive_persistence,test,iv_x06_t01,422,0.0126411160369524,0.0078706420666712
naive_persistence,test,iv_x06_t02,422,0.011243462245471,0.007297777813706
naive_persistence,test,iv_x06_t03,422,0.0114013800863122,0.0076522418761791
naive_persistence,test,iv_x06_t04,422,0.0115519479183372,0.0078497850145741
naive_persistence,test,iv_x06_t05,422,0.0110849214591085,0.0076629972508013
naive_persistence,test,iv_x06_t06,422,0.0143994107347479,0.0096368592319604
naive_persistence,test,iv_x06_t07,422,0.0106659531580772,0.0078357491978755
naive_persistence,test,iv_x06_t08,422,0.0112653196991765,0.0080700403171836
naive_persistence,test,iv_x06_t09,422,0.0121095593003907,0.0084887369549088
naive_persistence,test,iv_x06_t10,422,0.0118055913685308,0.0085424040907281
naive_persistence,test,iv_x06_t11,422,0.0126877394150447,0.008962175308305
naive_persistence,test,iv_x06_t12,422,0.0128772900598458,0.0092674249296922
naive_persistence,test,iv_x06_t13,422,0.0127380801361286,0.0093924976679384
naive_persistence,test,iv_x06_t14,422,0.0129609088991596,0.0095941623819279
naive_persistence,test,iv_x06_t15,422,0.0142261524706333,0.0102099539224966
naive_persistence,test,iv_x06_t16,422,0.0140376985368366,0.0102827948577959
naive_persistence,test,iv_x06_t17,420,0.0149839393814176,0.0107448993036209
naive_persistence,test,iv_x06_t18,253,0.0136084981579191,0.0092061990385645
naive_persistence,test,iv_x07_t01,422,0.0119575294803667,0.0076346574566507
naive_persistence,test,iv_x07_t02,422,0.011693647843981,0.007651502396086
