quote_date,coverage_final,n_obs_raw,n_obs_unique,coverage,status,interp_used
2013-10-01,0.672,259,217,0.672,kept,linear
2013-10-02,0.532,253,209,0.532,kept,linear
2013-10-03,0.66,264,199,0.66,kept,linear
2013-10-04,0.782,247,205,0.782,kept,linear
2013-10-07,0.708,278,233,0.708,kept,linear
2013-10-08,0.676,340,262,0.676,kept,linear
2013-10-09,0.704,330,253,0.704,kept,linear
2013-10-10,0.544,256,191,0.544,kept,linear
2013-10-11,0.654,242,182,0.654,kept,linear
2013-10-15,0.514,258,188,0.514,kept,linear
2013-10-16,0.65,278,199,0.65,kept,linear
2013-10-17,0.668,289,217,0.668,kept,linear
2013-10-18,0.686,242,192,0.686,kept,linear
2013-10-21,0.568,249,191,0.568,kept,linear
2013-10-22,0.49,289,219,0.49,kept,linear
2013-10-23,0.554,279,214,0.554,kept,linear
2013-10-24,0.532,202,159,0.532,kept,linear
2013-10-25,0.676,242,192,0.676,kept,linear
2013-10-28,0.55,254,200,0.55,kept,linear
2013-10-29,0.574,302,237,0.574,kept,linear
2013-10-30,0.562,309,237,0.562,kept,linear
2013-10-31,0.474,240,173,0.474,kept,linear
2013-11-01,0.554,243,184,0.554,kept,linear
2013-11-04,0.602,241,182,0.602,kept,linear
2013-11-05,0.508,273,209,0.508,kept,linear
2013-11-06,0.59,243,210,0.59,kept,linear
2013-11-07,0.518,246,178,0.518,kept,linear
2013-11-08,0.602,269,202,0.602,kept,linear
2013-11-11,0.552,259,194,0.552,kept,linear
2013-11-12,0.614,276,208,0.614,kept,linear
2013-11-13,0.564,316,248,0.564,kept,linear
2013-11-14,0.55,325,232,0.55,kept,linear
2013-11-15,0.552,275,206,0.552,kept,linear
2013-11-18,0.568,299,217,0.568,kept,linear
2013-11-19,0.498,284,205,0.498,kept,linear
2013-11-20,0.546,278,206,0.546,kept,linear
2013-11-21,0.51,268,203,0.51,kept,linear
2013-11-22,0.482,227,178,0.482,kept,linear
2013-11-25,0.544,238,191,0.544,kept,linear
2013-11-26,0.44,221,173,0.44,kept,linear
2013-11-27,0.466,234,186,0.466,kept,linear
2013-11-29,0.476,188,147,0.476,kept,linear
2013-12-02,0.504,212,165,0.504,kept,linear
2013-12-03,0.488,204,156,0.488,kept,linear
2013-12-04,0.502,233,187,0.502,kept,linear
2013-12-05,0.56,196,149,0.56,kept,linear
2013-12-06,0.508,202,147,0.508,kept,linear
2013-12-09,0.446,184,132,0.446,kept,linear
2013-12-10,0.46,227,179,0.46,kept,linear
2013-12-11,0.5,250,190,0.5,kept,linear
2013-12-12,0.53,234,179,0.53,kept,linear
2013-12-13,0.532,221,167,0.532,kept,linear
2013-12-16,0.488,234,170,0.488,kept,linear
2013-12-17,0.566,225,164,0.566,kept,linear
2013-12-18,0.478,267,191,0.478,kept,linear
2013-12-19,0.434,262,192,0.434,kept,linear
2013-12-20,0.746,237,175,0.746,kept,linear
2013-12-23,0.624,238,189,0.624,kept,linear
2013-12-24,0.614,180,149,0.614,kept,linear
2013-12-26,0.732,208,155,0.732,kept,linear
2013-12-27,0.606,224,177,0.606,kept,linear
2013-12-30,0.612,241,196,0.612,kept,linear
2013-12-31,0.722,271,212,0.722,kept,linear
2014-01-02,0.622,260,201,0.622,kept,linear
2014-01-03,0.584,216,170,0.584,kept,linear
2014-01-06,0.67,262,207,0.67,kept,linear
2014-01-07,0.67,269,207,0.67,kept,linear
2014-01-08,0.66,263,215,0.66,kept,linear
2014-01-09,0.588,219,166,0.588,kept,linear
2014-01-10,0.652,231,179,0.652,kept,linear
2014-01-13,0.65,335,241,0.65,kept,linear
2014-01-14,0.656,301,225,0.656,kept,linear
2014-01-15,0.708,309,235,0.708,kept,linear
2014-01-16,0.616,240,177,0.616,kept,linear
2014-01-17,0.668,295,226,0.668,kept,linear
2014-01-21,0.68,299,224,0.68,kept,linear
2014-01-22,0.638,304,239,0.638,kept,linear
2014-01-23,0.684,387,297,0.684,kept,linear
2014-01-24,0.742,395,316,0.742,kept,linear
2014-01-27,0.746,436,342,0.746,kept,linear
2014-01-28,0.676,350,293,0.676,kept,linear
2014-01-29,0.63,427,336,0.63,kept,linear
2014-01-30,0.608,329,272,0.608,kept,linear
2014-01-31,0.718,370,307,0.718,kept,linear
2014-02-03,0.792,490,382,0.792,kept,linear
2014-02-04,0.72,397,304,0.72,kept,linear
2014-02-05,0.646,371,302,0.646,kept,linear
2014-02-06,0.694,279,239,0.694,kept,linear
2014-02-07,0.702,344,265,0.702,kept,linear
2014-02-10,0.692,344,268,0.692,kept,linear
2014-02-11,0.658,382,305,0.658,kept,linear
2014-02-12,0.612,337,291,0.612,kept,linear
2014-02-13,0.604,348,258,0.604,kept,linear
2014-02-14,0.66,365,290,0.66,kept,linear
2014-02-18,0.64,339,264,0.64,kept,linear
2014-02-19,0.586,397,307,0.586,kept,linear
2014-02-20,0.624,364,290,0.624,kept,linear
2014-02-21,0.58,309,260,0.58,kept,linear
2014-02-24,0.62,364,300,0.62,kept,linear
2014-02-25,0.558,315,271,0.558,kept,linear
2014-02-26,0.59,327,282,0.59,kept,linear
2014-02-27,0.578,274,227,0.578,kept,linear
2014-02-28,0.55,358,282,0.55,kept,linear
2014-03-03,0.582,376,311,0.582,kept,linear
2014-03-04,0.546,365,303,0.546,kept,linear
2014-03-05,0.568,310,257,0.568,kept,linear
2014-03-06,0.56,296,242,0.56,kept,linear
2014-03-07,0.558,309,255,0.558,kept,linear
2014-03-10,0.614,349,294,0.614,kept,linear
2014-03-11,0.588,374,305,0.588,kept,linear
2014-03-12,0.556,366,305,0.556,kept,linear
2014-03-13,0.544,361,285,0.544,kept,linear
2014-03-14,0.54,351,278,0.54,kept,linear
2014-03-17,0.576,341,272,0.576,kept,linear
2014-03-18,0.518,360,292,0.518,kept,linear
2014-03-19,0.492,339,275,0.492,kept,linear
2014-03-20,0.54,327,258,0.54,kept,linear
2014-03-21,0.526,351,295,0.526,kept,linear
2014-03-24,0.586,353,296,0.586,kept,linear
2014-03-25,0.596,343,288,0.596,kept,linear
2014-03-26,0.656,368,321,0.656,kept,linear
2014-03-27,0.634,286,248,0.634,kept,linear
2014-03-28,0.666,305,260,0.666,kept,linear
2014-03-31,0.542,320,275,0.542,kept,linear
2014-04-01,0.622,375,317,0.622,kept,linear
2014-04-02,0.636,407,333,0.636,kept,linear
2014-04-03,0.628,304,248,0.628,kept,linear
2014-04-04,0.606,375,299,0.606,kept,linear
2014-04-07,0.67,436,353,0.67,kept,linear
2014-04-08,0.616,337,288,0.616,kept,linear
2014-04-09,0.59,395,336,0.59,kept,linear
2014-04-10,0.634,386,310,0.634,kept,linear
2014-04-11,0.632,469,377,0.632,kept,linear
2014-04-14,0.634,409,343,0.634,kept,linear
2014-04-15,0.63,446,363,0.63,kept,linear
2014-04-16,0.634,418,345,0.634,kept,linear
2014-04-17,0.624,406,333,0.624,kept,linear
2014-04-21,0.582,310,269,0.582,kept,linear
2014-04-22,0.566,386,318,0.566,kept,linear
2014-04-23,0.584,316,274,0.584,kept,linear
2014-04-24,0.542,299,251,0.542,kept,linear
2014-04-25,0.56,353,285,0.56,kept,linear
2014-04-28,0.516,352,292,0.516,kept,linear
2014-04-29,0.522,308,256,0.522,kept,linear
2014-04-30,0.554,337,272,0.554,kept,linear
2014-05-01,0.52,296,255,0.52,kept,linear
2014-05-02,0.492,314,262,0.492,kept,linear
2014-05-05,0.562,352,296,0.562,kept,linear
2014-05-06,0.61,371,309,0.61,kept,linear
2014-05-07,0.538,337,293,0.538,kept,linear
2014-05-08,0.434,290,237,0.434,kept,linear
2014-05-09,0.522,327,263,0.522,kept,linear
2014-05-12,0.594,438,352,0.594,kept,linear
2014-05-13,0.54,382,310,0.54,kept,linear
2014-05-14,0.476,383,319,0.476,kept,linear
2014-05-15,0.54,424,339,0.54,kept,linear
2014-05-16,0.512,359,280,0.512,kept,linear
2014-05-19,0.502,361,286,0.502,kept,linear
2014-05-20,0.54,368,302,0.54,kept,linear
2014-05-21,0.492,359,300,0.492,kept,linear
2014-05-22,0.464,377,303,0.464,kept,linear
2014-05-23,0.496,315,262,0.496,kept,linear
2014-05-27,0.534,403,325,0.534,kept,linear
2014-05-28,0.436,348,293,0.436,kept,linear
2014-05-29,0.478,301,242,0.478,kept,linear
2014-05-30,0.504,307,256,0.504,kept,linear
2014-06-02,0.494,316,257,0.494,kept,linear
2014-06-03,0.466,298,243,0.466,kept,linear
2014-06-04,0.46,265,212,0.46,kept,linear
2014-06-05,0.462,322,249,0.462,kept,linear
2014-06-06,0.488,323,258,0.488,kept,linear
2014-06-09,0.428,321,256,0.428,kept,linear
2014-06-10,0.454,317,257,0.454,kept,linear
2014-06-11,0.438,322,256,0.438,kept,linear
2014-06-12,0.478,302,246,0.478,kept,linear
2014-06-13,0.402,299,239,0.402,kept,linear
2014-06-16,0.494,308,243,0.494,kept,linear
2014-06-17,0.424,277,221,0.424,kept,linear
2014-06-18,0.42,336,272,0.42,kept,linear
2014-06-19,0.64,390,306,0.64,kept,linear
2014-06-20,0.598,308,264,0.598,kept,linear
2014-06-23,0.576,310,254,0.576,kept,linear
2014-06-24,0.618,404,323,0.618,kept,linear
2014-06-25,0.586,339,282,0.586,kept,linear
2014-06-26,0.62,291,244,0.62,kept,linear
2014-06-27,0.632,282,241,0.632,kept,linear
2014-06-30,0.708,333,277,0.708,kept,linear
2014-07-01,0.606,428,348,0.606,kept,linear
2014-07-02,0.584,338,280,0.584,kept,linear
2014-07-03,0.566,264,207,0.566,kept,linear
2014-07-07,0.608,355,291,0.608,kept,linear
2014-07-08,0.642,409,336,0.642,kept,linear
2014-07-09,0.594,363,301,0.594,kept,linear
2014-07-10,0.598,338,271,0.598,kept,linear
2014-07-11,0.606,286,234,0.606,kept,linear
2014-07-14,0.586,352,293,0.586,kept,linear
2014-07-15,0.62,378,316,0.62,kept,linear
2014-07-16,0.622,358,300,0.622,kept,linear
2014-07-17,0.626,486,401,0.626,kept,linear
2014-07-18,0.57,349,303,0.57,kept,linear
2014-07-21,0.594,364,308,0.594,kept,linear
2014-07-22,0.612,401,333,0.612,kept,linear
2014-07-23,0.636,428,364,0.636,kept,linear
2014-07-24,0.638,329,281,0.638,kept,linear
2014-07-25,0.674,352,301,0.674,kept,linear
2014-07-28,0.598,364,312,0.598,kept,linear
2014-07-29,0.548,421,356,0.548,kept,linear
2014-07-30,0.506,440,369,0.506,kept,linear
2014-07-31,0.678,513,416,0.678,kept,linear
2014-08-01,0.618,519,427,0.618,kept,linear
2014-08-04,0.526,448,376,0.526,kept,linear
2014-08-05,0.592,503,417,0.592,kept,linear
2014-08-06,0.582,423,379,0.582,kept,linear
2014-08-07,0.624,432,363,0.624,kept,linear
2014-08-08,0.586,425,350,0.586,kept,linear
2014-08-11,0.542,433,366,0.542,kept,linear
2014-08-12,0.564,425,363,0.564,kept,linear
2014-08-13,0.51,425,376,0.51,kept,linear
2014-08-14,0.542,361,291,0.542,kept,linear
2014-08-15,0.53,438,345,0.53,kept,linear
2014-08-18,0.544,446,356,0.544,kept,linear
2014-08-19,0.546,455,384,0.546,kept,linear
2014-08-20,0.484,404,340,0.484,kept,linear
2014-08-21,0.544,462,372,0.544,kept,linear
2014-08-22,0.48,396,328,0.48,kept,linear
2014-08-25,0.538,445,376,0.538,kept,linear
2014-08-26,0.508,459,399,0.508,kept,linear
2014-08-27,0.464,399,340,0.464,kept,linear
2014-08-28,0.472,365,300,0.472,kept,linear
2014-08-29,0.432,348,294,0.432,kept,linear
2014-09-02,0.48,354,299,0.48,kept,linear
2014-09-03,0.408,360,311,0.408,kept,linear
2014-09-04,0.48,323,279,0.48,kept,linear
2014-09-05,0.506,343,285,0.506,kept,linear
2014-09-08,0.476,312,264,0.476,kept,linear
2014-09-09,0.462,429,352,0.462,kept,linear
2014-09-10,0.392,370,313,0.392,kept,linear
2014-09-11,0.484,313,266,0.484,kept,linear
2014-09-12,0.522,408,321,0.522,kept,linear
2014-09-15,0.514,382,318,0.514,kept,linear
2014-09-16,0.434,427,347,0.434,kept,linear
2014-09-17,0.482,427,354,0.482,kept,linear
2014-09-18,0.438,458,379,0.438,kept,linear
2014-09-19,0.426,427,357,0.426,kept,linear
2014-09-22,0.464,473,405,0.464,kept,linear
2014-09-23,0.696,523,446,0.696,kept,linear
2014-09-24,0.636,463,385,0.636,kept,linear
2014-09-25,0.712,501,412,0.712,kept,linear
2014-09-26,0.588,429,368,0.588,kept,linear
2014-09-29,0.652,507,428,0.652,kept,linear
2014-09-30,0.658,462,394,0.658,kept,linear
2014-10-01,0.722,602,495,0.722,kept,linear
2014-10-02,0.642,474,374,0.642,kept,linear
2014-10-03,0.738,454,378,0.738,kept,linear
2014-10-06,0.532,430,359,0.532,kept,linear
2014-10-07,0.658,515,430,0.658,kept,linear
2014-10-08,0.612,517,426,0.612,kept,linear
2014-10-09,0.614,526,409,0.614,kept,linear
2014-10-10,0.666,537,432,0.666,kept,linear
2014-10-14,0.712,702,548,0.712,kept,linear
2014-10-15,0.614,778,584,0.614,kept,linear
2014-10-16,0.746,524,413,0.746,kept,linear
2014-10-17,0.618,576,448,0.618,kept,linear
2014-10-20,0.586,529,421,0.586,kept,linear
2014-10-21,0.65,620,477,0.65,kept,linear
2014-10-22,0.61,614,493,0.61,kept,linear
2014-10-23,0.644,557,450,0.644,kept,linear
2014-10-24,0.51,470,390,0.51,kept,linear
2014-10-27,0.596,474,399,0.596,kept,linear
2014-10-28,0.596,564,476,0.596,kept,linear
2014-10-29,0.57,551,436,0.57,kept,linear
2014-10-30,0.532,425,348,0.532,kept,linear
2014-10-31,0.598,499,405,0.598,kept,linear
2014-11-03,0.56,500,402,0.56,kept,linear
2014-11-04,0.564,471,384,0.564,kept,linear
2014-11-05,0.532,447,369,0.532,kept,linear
2014-11-06,0.496,405,323,0.496,kept,linear
2014-11-07,0.538,405,333,0.538,kept,linear
2014-11-10,0.562,450,363,0.562,kept,linear
2014-11-12,0.438,424,356,0.438,kept,linear
2014-11-13,0.56,441,339,0.56,kept,linear
2014-11-14,0.554,386,304,0.554,kept,linear
2014-11-17,0.556,465,374,0.556,kept,linear
2014-11-18,0.57,518,421,0.57,kept,linear
2014-11-19,0.462,465,370,0.462,kept,linear
2014-11-20,0.546,476,374,0.546,kept,linear
2014-11-21,0.536,474,382,0.536,kept,linear
2014-11-24,0.552,460,386,0.552,kept,linear
2014-11-25,0.476,434,353,0.476,kept,linear
2014-11-26,0.496,388,337,0.496,kept,linear
2014-11-28,0.456,355,291,0.456,kept,linear
2014-12-01,0.422,472,383,0.422,kept,linear
2014-12-02,0.436,301,251,0.436,kept,linear
2014-12-03,0.508,343,289,0.508,kept,linear
2014-12-04,0.496,291,241,0.496,kept,linear
2014-12-05,0.472,330,269,0.472,kept,linear
2014-12-08,0.504,405,340,0.504,kept,linear
2014-12-09,0.524,456,371,0.524,kept,linear
2014-12-10,0.562,556,461,0.562,kept,linear
2014-12-11,0.514,361,304,0.514,kept,linear
2014-12-12,0.536,489,403,0.536,kept,linear
2014-12-15,0.564,520,414,0.564,kept,linear
2014-12-16,0.584,534,431,0.584,kept,linear
2014-12-17,0.484,532,422,0.484,kept,linear
2014-12-18,0.512,478,376,0.512,kept,linear
2014-12-19,0.684,439,356,0.684,kept,linear
2014-12-22,0.672,426,365,0.672,kept,linear
2014-12-23,0.682,469,383,0.682,kept,linear
2014-12-24,0.652,328,290,0.652,kept,linear
2014-12-26,0.65,347,300,0.65,kept,linear
2014-12-29,0.67,427,364,0.67,kept,linear
2014-12-30,0.656,434,368,0.656,kept,linear
2014-12-31,0.754,564,466,0.754,kept,linear
2015-01-02,0.678,461,378,0.678,kept,linear
2015-01-05,0.782,642,507,0.782,kept,linear
2015-01-06,0.724,689,533,0.724,kept,linear
2015-01-07,0.732,572,462,0.732,kept,linear
2015-01-08,0.708,504,406,0.708,kept,linear
2015-01-09,0.71,498,397,0.71,kept,linear
2015-01-12,0.724,601,462,0.724,kept,linear
2015-01-13,0.71,626,494,0.71,kept,linear
2015-01-14,0.75,672,530,0.75,kept,linear
2015-01-15,0.826,447,366,0.826,kept,linear
2015-01-16,0.786,502,417,0.786,kept,linear
2015-01-20,0.706,522,435,0.706,kept,linear
2015-01-21,0.678,505,423,0.678,kept,linear
2015-01-22,0.674,568,463,0.674,kept,linear
2015-01-23,0.704,518,431,0.704,kept,linear
2015-01-26,0.74,495,415,0.74,kept,linear
2015-01-27,0.692,615,518,0.692,kept,linear
2015-01-28,0.732,624,511,0.732,kept,linear
2015-01-29,0.666,552,455,0.666,kept,linear
2015-01-30,0.7,512,450,0.7,kept,linear
2015-02-02,0.674,659,541,0.674,kept,linear
2015-02-03,0.65,623,515,0.65,kept,linear
2015-02-04,0.612,534,453,0.612,kept,linear
2015-02-05,0.604,486,433,0.604,kept,linear
2015-02-06,0.65,594,512,0.65,kept,linear
2015-02-09,0.696,587,503,0.696,kept,linear
2015-02-10,0.658,617,505,0.658,kept,linear
2015-02-11,0.63,517,440,0.63,kept,linear
2015-02-12,0.666,506,418,0.666,kept,linear
2015-02-13,0.686,581,472,0.686,kept,linear
2015-02-17,0.62,583,502,0.62,kept,linear
2015-02-18,0.66,553,458,0.66,kept,linear
2015-02-19,0.624,472,410,0.624,kept,linear
2015-02-20,0.586,502,427,0.586,kept,linear
2015-02-23,0.6,489,437,0.6,kept,linear
2015-02-24,0.572,512,448,0.572,kept,linear
2015-02-25,0.558,500,431,0.558,kept,linear
2015-02-26,0.576,440,391,0.576,kept,linear
2015-02-27,0.564,437,382,0.564,kept,linear
2015-03-02,0.544,398,337,0.544,kept,linear
2015-03-03,0.628,483,408,0.628,kept,linear
2015-03-04,0.566,434,368,0.566,kept,linear
2015-03-05,0.586,351,305,0.586,kept,linear
2015-03-06,0.606,562,467,0.606,kept,linear
2015-03-09,0.564,468,405,0.564,kept,linear
2015-03-10,0.58,651,553,0.58,kept,linear
2015-03-11,0.598,537,460,0.598,kept,linear
2015-03-12,0.542,438,370,0.542,kept,linear
2015-03-13,0.558,501,411,0.558,kept,linear
2015-03-16,0.558,535,454,0.558,kept,linear
2015-03-17,0.552,473,394,0.552,kept,linear
2015-03-18,0.596,545,433,0.596,kept,linear
2015-03-19,0.542,497,425,0.542,kept,linear
2015-03-20,0.624,583,483,0.624,kept,linear
2015-03-23,0.55,519,443,0.55,kept,linear
2015-03-24,0.636,564,495,0.636,kept,linear
2015-03-25,0.698,652,562,0.698,kept,linear
2015-03-26,0.698,616,525,0.698,kept,linear
2015-03-27,0.632,450,403,0.632,kept,linear
2015-03-30,0.634,566,473,0.634,kept,linear
2015-03-31,0.668,626,542,0.668,kept,linear
2015-04-01,0.666,632,532,0.666,kept,linear
2015-04-02,0.624,421,368,0.624,kept,linear
2015-04-06,0.556,584,493,0.556,kept,linear
2015-04-07,0.64,508,435,0.64,kept,linear
2015-04-08,0.574,465,404,0.574,kept,linear
2015-04-09,0.738,483,420,0.738,kept,linear
2015-04-10,0.608,501,423,0.608,kept,linear
2015-04-13,0.676,573,491,0.676,kept,linear
2015-04-14,0.624,485,407,0.624,kept,linear
2015-04-15,0.636,597,508,0.636,kept,linear
2015-04-16,0.598,421,379,0.598,kept,linear
2015-04-17,0.63,637,556,0.63,kept,linear
2015-04-20,0.622,515,458,0.622,kept,linear
2015-04-21,0.598,533,459,0.598,kept,linear
2015-04-22,0.634,618,524,0.634,kept,linear
2015-04-23,0.574,545,464,0.574,kept,linear
2015-04-24,0.678,483,422,0.678,kept,linear
2015-04-27,0.554,592,518,0.554,kept,linear
2015-04-28,0.586,539,465,0.586,kept,linear
2015-04-29,0.584,570,482,0.584,kept,linear
2015-04-30,0.626,632,544,0.626,kept,linear
2015-05-01,0.66,543,469,0.66,kept,linear
2015-05-04,0.586,611,531,0.586,kept,linear
2015-05-05,0.618,696,605,0.618,kept,linear
2015-05-06,0.616,709,635,0.616,kept,linear
2015-05-07,0.562,545,483,0.562,kept,linear
2015-05-08,0.576,692,592,0.576,kept,linear
2015-05-11,0.596,625,544,0.596,kept,linear
2015-05-12,0.51,615,529,0.51,kept,linear
2015-05-13,0.548,581,506,0.548,kept,linear
2015-05-14,0.566,637,543,0.566,kept,linear
2015-05-15,0.562,582,487,0.562,kept,linear
2015-05-18,0.536,673,570,0.536,kept,linear
2015-05-19,0.45,565,487,0.45,kept,linear
2015-05-20,0.524,653,566,0.524,kept,linear
2015-05-21,0.492,493,441,0.492,kept,linear
2015-05-22,0.526,533,479,0.526,kept,linear
2015-05-26,0.574,774,658,0.574,kept,linear
2015-05-27,0.524,682,596,0.524,kept,linear
2015-05-28,0.48,512,451,0.48,kept,linear
2015-05-29,0.49,589,523,0.49,kept,linear
2015-06-01,0.448,537,470,0.448,kept,linear
2015-06-02,0.548,541,475,0.548,kept,linear
2015-06-03,0.49,456,411,0.49,kept,linear
2015-06-04,0.486,591,521,0.486,kept,linear
2015-06-05,0.476,548,472,0.476,kept,linear
2015-06-08,0.542,649,558,0.542,kept,linear
2015-06-09,0.53,570,496,0.53,kept,linear
2015-06-10,0.54,707,596,0.54,kept,linear
2015-06-11,0.476,500,438,0.476,kept,linear
2015-06-12,0.47,587,512,0.47,kept,linear
2015-06-15,0.528,644,550,0.528,kept,linear
2015-06-16,0.586,559,479,0.586,kept,linear
2015-06-17,0.56,572,493,0.56,kept,linear
2015-06-18,0.734,727,637,0.734,kept,linear
2015-06-19,0.626,615,535,0.626,kept,linear
2015-06-22,0.65,636,556,0.65,kept,linear
2015-06-23,0.636,573,503,0.636,kept,linear
2015-06-24,0.706,697,599,0.706,kept,linear
2015-06-25,0.724,567,499,0.724,kept,linear
2015-06-26,0.632,619,549,0.632,kept,linear
2015-06-29,0.744,1031,864,0.744,kept,linear
2015-06-30,0.728,817,691,0.728,kept,linear
2015-07-01,0.718,674,597,0.718,kept,linear
2015-07-02,0.638,644,564,0.638,kept,linear
2015-07-06,0.746,761,659,0.746,kept,linear
2015-07-07,0.636,813,683,0.636,kept,linear
2015-07-08,0.67,772,667,0.67,kept,linear
2015-07-09,0.644,685,585,0.644,kept,linear
2015-07-10,0.652,674,585,0.652,kept,linear
2015-07-13,0.638,744,626,0.638,kept,linear
2015-07-14,0.662,755,656,0.662,kept,linear
2015-07-15,0.658,689,601,0.658,kept,linear
2015-07-16,0.61,665,584,0.61,kept,linear
2015-07-17,0.56,615,532,0.56,kept,linear
2015-07-20,0.622,718,606,0.622,kept,linear
2015-07-21,0.63,665,575,0.63,kept,linear
2015-07-22,0.64,659,564,0.64,kept,linear
2015-07-23,0.62,766,666,0.62,kept,linear
2015-07-24,0.622,860,719,0.622,kept,linear
2015-07-27,0.626,951,803,0.626,kept,linear
2015-07-28,0.766,862,750,0.766,kept,linear
2015-07-29,0.524,788,674,0.524,kept,linear
2015-07-30,0.556,716,611,0.556,kept,linear
2015-07-31,0.584,686,585,0.584,kept,linear
2015-08-03,0.594,680,585,0.594,kept,linear
2015-08-04,0.628,617,538,0.628,kept,linear
2015-08-05,0.562,652,593,0.562,kept,linear
2015-08-06,0.584,718,633,0.584,kept,linear
2015-08-07,0.578,694,597,0.578,kept,linear
2015-08-10,0.656,741,633,0.656,kept,linear
2015-08-11,0.606,848,725,0.606,kept,linear
2015-08-12,0.584,894,755,0.584,kept,linear
2015-08-13,0.594,617,526,0.594,kept,linear
2015-08-14,0.546,613,540,0.546,kept,linear
2015-08-17,0.574,772,664,0.574,kept,linear
2015-08-18,0.542,689,599,0.542,kept,linear
2015-08-19,0.516,871,738,0.516,kept,linear
2015-08-20,0.602,934,793,0.602,kept,linear
2015-08-21,0.602,1075,884,0.602,kept,linear
2015-08-24,0.562,690,599,0.562,kept,linear
2015-08-25,0.636,1104,894,0.636,kept,linear
2015-08-26,0.6,1167,921,0.6,kept,linear
2015-08-27,0.586,866,672,0.586,kept,linear
2015-08-28,0.606,885,729,0.606,kept,linear
2015-08-31,0.59,829,671,0.59,kept,linear
2015-09-01,0.65,884,726,0.65,kept,linear
2015-09-02,0.6,842,695,0.6,kept,linear
2015-09-03,0.652,685,574,0.652,kept,linear
2015-09-04,0.676,742,620,0.676,kept,linear
2015-09-08,0.58,818,671,0.58,kept,linear
2015-09-09,0.562,807,681,0.562,kept,linear
2015-09-10,0.588,630,528,0.588,kept,linear
2015-09-11,0.556,588,522,0.556,kept,linear
2015-09-14,0.596,596,510,0.596,kept,linear
2015-09-15,0.59,808,680,0.59,kept,linear
2015-09-16,0.57,729,596,0.57,kept,linear
2015-09-17,0.398,327,259,0.398,kept,linear
2015-09-18,0.596,834,717,0.596,kept,linear
2015-09-21,0.594,787,670,0.594,kept,linear
2015-09-22,0.79,880,725,0.79,kept,linear
2015-09-23,0.748,734,618,0.748,kept,linear
2015-09-24,0.748,762,642,0.748,kept,linear
2015-09-25,0.746,691,580,0.746,kept,linear
2015-09-28,0.71,859,717,0.71,kept,linear
2015-09-29,0.748,835,681,0.748,kept,linear
2015-09-30,0.79,813,671,0.79,kept,linear
2015-10-01,0.692,691,585,0.692,kept,linear
2015-10-02,0.792,872,734,0.792,kept,linear
2015-10-05,0.774,995,828,0.774,kept,linear
2015-10-06,0.69,807,696,0.69,kept,linear
2015-10-07,0.702,872,748,0.702,kept,linear
2015-10-08,0.602,788,670,0.602,kept,linear
2015-10-09,0.782,737,619,0.782,kept,linear
2015-10-13,0.656,790,671,0.656,kept,linear
2015-10-14,0.698,721,618,0.698,kept,linear
2015-10-15,0.678,702,588,0.678,kept,linear
2015-10-16,0.722,695,572,0.722,kept,linear
2015-10-19,0.646,627,535,0.646,kept,linear
2015-10-20,0.654,702,587,0.654,kept,linear
2015-10-21,0.588,736,609,0.588,kept,linear
2015-10-22,0.596,770,646,0.596,kept,linear
2015-10-23,0.636,868,711,0.636,kept,linear
2015-10-26,0.602,736,619,0.602,kept,linear
2015-10-27,0.568,725,625,0.568,kept,linear
2015-10-28,0.594,874,717,0.594,kept,linear
2015-10-29,0.594,683,580,0.594,kept,linear
2015-10-30,0.636,784,658,0.636,kept,linear
2015-11-02,0.57,772,641,0.57,kept,linear
2015-11-03,0.62,748,624,0.62,kept,linear
2015-11-04,0.56,691,597,0.56,kept,linear
2015-11-05,0.558,569,475,0.558,kept,linear
2015-11-06,0.546,611,505,0.546,kept,linear
2015-11-09,0.614,750,625,0.614,kept,linear
2015-11-10,0.612,623,511,0.612,kept,linear
2015-11-12,0.572,709,588,0.572,kept,linear
2015-11-13,0.628,861,698,0.628,kept,linear
2015-11-16,0.576,714,584,0.576,kept,linear
2015-11-17,0.562,717,594,0.562,kept,linear
2015-11-18,0.592,748,598,0.592,kept,linear
2015-11-19,0.564,685,549,0.564,kept,linear
2015-11-20,0.606,689,575,0.606,kept,linear
2015-11-23,0.492,641,553,0.492,kept,linear
2015-11-24,0.562,690,591,0.562,kept,linear
2015-11-25,0.554,443,385,0.554,kept,linear
2015-11-27,0.522,414,368,0.522,kept,linear
2015-11-30,0.546,611,501,0.546,kept,linear
2015-12-01,0.562,703,577,0.562,kept,linear
2015-12-02,0.51,628,513,0.51,kept,linear
2015-12-03,0.558,784,621,0.558,kept,linear
2015-12-04,0.47,761,609,0.47,kept,linear
2015-12-07,0.566,748,618,0.566,kept,linear
2015-12-08,0.52,777,640,0.52,kept,linear
2015-12-09,0.544,892,721,0.544,kept,linear
2015-12-10,0.528,602,497,0.528,kept,linear
2015-12-11,0.556,835,682,0.556,kept,linear
2015-12-14,0.584,809,669,0.584,kept,linear
2015-12-15,0.562,721,601,0.562,kept,linear
2015-12-16,0.526,752,638,0.526,kept,linear
2015-12-17,0.746,709,609,0.746,kept,linear
2015-12-18,0.778,869,731,0.778,kept,linear
2015-12-21,0.722,741,629,0.722,kept,linear
2015-12-22,0.7,761,656,0.7,kept,linear
2015-12-23,0.688,876,735,0.688,kept,linear
